S1,S2,S3,S4,Clase
0,0,853,0,Indice
0,0,849,0,Indice
0,0,829,0,Indice
0,0,807,0,Indice
0,0,789,0,Indice
0,0,793,0,Indice
0,0,779,0,Indice
0,0,764,0,Indice
0,0,751,0,Indice
0,0,740,0,Indice
0,0,747,0,Indice
0,0,742,0,Indice
0,0,751,0,Indice
0,0,801,101,Indice
0,0,775,18,Indice
0,0,751,35,Indice
0,0,737,16,Indice
0,0,704,0,Indice
0,0,707,2,Indice
0,0,731,48,Indice
0,0,738,59,Indice
0,0,717,0,Indice
0,0,656,0,Indice
0,0,642,0,Indice
0,0,683,0,Indice
0,0,662,0,Indice
0,0,733,106,Indice
0,0,771,256,Indice
0,0,789,253,Indice
0,0,717,47,Indice
0,0,730,127,Indice
0,0,666,31,Indice
0,0,726,163,Indice
0,0,727,192,Indice
0,0,810,326,Indice
0,81,773,309,Indice
0,18,883,494,Indice
0,27,896,528,Indice
0,0,890,530,Indice
0,0,787,307,Indice
0,0,803,402,Indice
0,0,767,273,Indice
0,0,759,258,Indice
0,0,759,326,Indice
0,0,773,327,Indice
0,0,737,255,Indice
0,0,724,241,Indice
0,0,704,205,Indice
0,0,691,136,Indice
0,0,658,161,Indice
0,0,670,124,Indice
0,0,658,165,Indice
0,0,645,91,Indice
0,0,596,38,Indice
0,0,538,0,Indice
0,0,563,0,Indice
0,0,560,11,Indice
0,0,567,9,Indice
0,0,559,0,Indice
0,0,560,33,Indice
0,0,567,31,Indice
0,0,523,0,Indice
0,0,528,0,Indice
0,0,511,0,Indice
0,0,503,0,Indice
0,0,489,0,Indice
0,0,511,0,Indice
0,0,699,445,Indice
0,0,676,297,Indice
0,0,678,336,Indice
0,0,626,209,Indice
0,0,585,145,Indice
0,0,592,151,Indice
0,0,554,143,Indice
0,0,546,80,Indice
0,0,573,131,Indice
0,0,557,74,Indice
0,0,511,66,Indice
0,0,541,123,Indice
0,0,575,198,Indice
0,0,533,93,Indice
0,0,502,36,Indice
0,0,562,106,Indice
0,0,484,0,Indice
0,0,447,0,Indice
0,0,445,0,Indice
0,0,449,0,Indice
0,0,439,0,Indice
0,0,443,0,Indice
0,0,432,0,Indice
0,0,448,0,Indice
0,0,453,0,Indice
0,0,486,83,Indice
0,0,467,0,Indice
0,0,463,5,Indice
0,0,496,55,Indice
0,0,496,99,Indice
0,0,575,257,Indice
0,0,533,153,Indice
0,0,574,227,Indice
0,0,550,106,Indice
0,0,487,54,Indice
0,0,476,50,Indice
0,0,449,0,Indice
0,0,448,0,Indice
0,0,419,0,Indice
0,0,400,0,Indice
0,0,437,0,Indice
0,0,443,7,Indice
0,0,432,16,Indice
0,0,391,0,Indice
0,0,397,0,Indice
0,0,375,0,Indice
0,0,411,0,Indice
0,0,393,0,Indice
0,0,384,0,Indice
0,0,403,0,Indice
0,0,379,0,Indice
0,0,388,0,Indice
0,0,372,0,Indice
0,0,414,0,Indice
0,0,384,0,Indice
0,0,385,0,Indice
0,0,368,0,Indice
0,0,349,0,Indice
0,0,372,0,Indice
0,0,391,0,Indice
0,0,371,0,Indice
0,0,370,0,Indice
0,0,369,0,Indice
0,0,379,0,Indice
0,0,363,0,Indice
0,0,366,0,Indice
0,0,371,0,Indice
0,0,378,0,Indice
0,0,366,0,Indice
0,0,368,0,Indice
0,0,354,0,Indice
0,0,368,0,Indice
0,0,342,0,Indice
0,0,353,0,Indice
0,0,358,0,Indice
0,0,362,0,Indice
0,0,349,0,Indice
0,0,358,0,Indice
0,0,347,0,Indice
0,0,354,0,Indice
0,0,351,0,Indice
0,0,341,0,Indice
0,0,336,0,Indice
0,0,350,0,Indice
0,0,338,0,Indice
0,0,347,0,Indice
0,0,365,0,Indice
0,0,347,0,Indice
0,0,347,0,Indice
0,0,341,0,Indice
0,0,370,0,Indice
0,0,384,0,Indice
0,0,467,159,Indice
0,0,595,402,Indice
0,0,589,336,Indice
0,0,577,351,Indice
0,0,632,410,Indice
0,0,531,244,Indice
0,0,453,66,Indice
0,0,436,79,Indice
0,0,409,0,Indice
0,0,457,68,Indice
0,0,432,0,Indice
0,0,452,95,Indice
0,0,528,224,Indice
0,0,533,211,Indice
0,0,488,149,Indice
1008,0,547,243,Indice
233,0,629,396,Indice
29,0,653,428,Indice
0,0,688,435,Indice
0,0,732,627,Indice
0,0,624,391,Indice
0,0,641,356,Indice
0,0,706,482,Indice
0,0,623,331,Indice
0,0,624,322,Indice
0,0,562,227,Indice
0,0,577,272,Indice
0,0,614,368,Indice
0,0,623,309,Indice
0,0,585,318,Indice
0,0,574,262,Indice
0,0,560,253,Indice
0,0,539,196,Indice
0,0,511,113,Indice
0,0,560,238,Indice
0,0,529,218,Indice
0,0,494,109,Indice
0,0,483,64,Indice
0,0,464,53,Indice
0,0,491,92,Indice
0,0,448,93,Indice
0,0,434,47,Indice
0,0,446,79,Indice
0,0,467,99,Indice
0,0,411,0,Indice
0,0,430,10,Indice
0,0,450,38,Indice
0,0,422,0,Indice
0,0,498,159,Indice
0,0,498,156,Indice
0,0,470,163,Indice
0,0,587,366,Indice
0,0,653,478,Indice
0,0,659,511,Indice
0,0,627,431,Indice
0,0,592,322,Indice
0,0,528,215,Indice
0,0,537,186,Indice
0,0,547,272,Indice
0,0,528,177,Indice
0,0,464,169,Indice
0,0,471,144,Indice
0,0,470,125,Indice
0,0,511,258,Indice
0,0,554,325,Indice
0,0,479,157,Indice
0,0,451,80,Indice
0,0,427,48,Indice
0,0,410,22,Indice
0,0,411,0,Indice
0,0,470,80,Indice
0,0,421,27,Indice
0,0,407,5,Indice
0,0,403,47,Indice
0,0,475,197,Indice
0,0,542,306,Indice
0,0,560,315,Indice
0,0,555,261,Indice
0,0,511,237,Indice
0,0,631,414,Indice
0,0,615,368,Indice
0,0,583,289,Indice
0,0,560,219,Indice
0,0,622,358,Indice
0,0,621,432,Indice
0,0,597,342,Indice
0,0,581,228,Indice
0,0,544,257,Indice
0,0,510,160,Indice
0,0,496,179,Indice
0,0,555,256,Indice
0,0,589,355,Indice
0,0,599,305,Indice
0,0,551,231,Indice
0,0,578,313,Indice
0,0,566,219,Indice
0,0,603,338,Indice
0,0,619,352,Indice
0,0,533,175,Indice
0,0,528,190,Indice
0,0,578,277,Indice
0,0,528,180,Indice
0,0,497,144,Indice
0,0,491,176,Indice
0,0,486,112,Indice
0,0,533,210,Indice
0,0,560,209,Indice
0,0,547,227,Indice
0,0,474,103,Indice
0,0,486,144,Indice
0,0,444,59,Indice
0,0,415,35,Indice
0,0,418,0,Indice
0,0,394,0,Indice
0,0,384,0,Indice
0,0,389,0,Indice
0,0,398,0,Indice
0,0,407,0,Indice
0,0,429,51,Indice
0,0,411,0,Indice
0,0,534,240,Indice
0,0,677,528,Indice
0,0,686,537,Indice
0,0,617,373,Indice
0,0,603,361,Indice
0,0,590,351,Indice
0,0,667,506,Indice
0,0,643,451,Indice
0,0,568,322,Indice
0,0,592,355,Indice
0,0,544,244,Indice
0,0,545,272,Indice
0,0,507,144,Indice
0,0,485,187,Indice
0,0,478,118,Indice
0,0,569,310,Indice
0,0,575,331,Indice
0,0,538,251,Indice
0,0,478,211,Indice
0,0,462,103,Indice
0,0,450,73,Indice
0,0,528,229,Indice
0,0,560,258,Indice
0,0,527,159,Indice
0,0,496,151,Indice
0,0,581,314,Indice
0,0,591,303,Indice
0,0,511,176,Indice
0,0,499,179,Indice
0,0,566,261,Indice
0,0,609,349,Indice
0,0,560,256,Indice
0,0,585,274,Indice
0,0,587,309,Indice
0,0,569,240,Indice
0,0,547,234,Indice
0,0,555,265,Indice
0,0,560,265,Indice
0,0,511,183,Indice
0,0,509,173,Indice
0,0,530,243,Indice
0,0,600,316,Indice
0,0,539,208,Indice
0,0,525,212,Indice
0,0,534,223,Indice
0,0,560,259,Indice
0,0,528,220,Indice
0,0,495,177,Indice
0,0,549,241,Indice
0,0,528,259,Indice
0,0,498,153,Indice
0,0,496,174,Indice
0,0,455,66,Indice
0,0,491,179,Indice
0,0,553,256,Indice
0,0,576,304,Indice
0,0,501,163,Indice
0,0,531,230,Indice
0,0,511,182,Indice
0,0,485,178,Indice
0,0,464,123,Indice
0,0,470,115,Indice
0,0,495,150,Indice
0,0,442,88,Indice
0,0,466,103,Indice
0,0,461,147,Indice
0,0,633,408,Indice
0,0,528,229,Indice
0,0,649,417,Indice
0,0,661,447,Indice
0,0,686,453,Indice
0,0,666,434,Indice
0,0,554,287,Indice
0,0,560,249,Indice
0,0,509,176,Indice
0,0,543,239,Indice
0,0,529,176,Indice
0,0,507,185,Indice
0,0,457,132,Indice
0,0,449,155,Indice
0,0,491,177,Indice
0,0,475,174,Indice
0,0,502,250,Indice
0,0,438,83,Indice
0,0,403,53,Indice
0,0,458,119,Indice
0,0,490,190,Indice
0,0,467,122,Indice
0,0,470,132,Indice
0,0,466,130,Indice
0,0,506,182,Indice
0,0,562,293,Indice
0,0,482,142,Indice
0,0,469,90,Indice
0,0,465,146,Indice
0,0,459,112,Indice
0,0,443,61,Indice
0,0,496,175,Indice
0,0,511,230,Indice
0,0,452,121,Indice
242,0,438,142,Indice
14,0,432,78,Indice
0,0,418,80,Indice
0,0,490,220,Indice
0,0,444,64,Indice
0,0,425,52,Indice
0,0,432,81,Indice
0,0,448,77,Indice
0,0,396,70,Indice
0,0,453,149,Indice
0,0,400,52,Indice
0,0,403,45,Indice
0,0,367,0,Indice
0,0,368,0,Indice
0,0,384,26,Indice
0,0,372,0,Indice
0,0,371,0,Indice
0,0,379,17,Indice
0,0,390,23,Indice
0,0,343,0,Indice
0,0,372,0,Indice
0,0,336,0,Indice
0,0,366,0,Indice
0,0,367,0,Indice
0,0,362,1,Indice
0,0,381,16,Indice
0,0,366,0,Indice
0,0,398,39,Indice
0,0,355,0,Indice
0,0,362,0,Indice
0,0,357,0,Indice
0,0,346,0,Indice
0,0,368,7,Indice
0,0,433,48,Indice
0,0,458,176,Indice
0,0,563,305,Indice
0,0,607,384,Indice
0,0,576,347,Indice
0,0,528,240,Indice
0,0,464,162,Indice
0,0,430,55,Indice
0,0,442,118,Indice
0,0,400,46,Indice
0,0,375,0,Indice
0,0,388,0,Indice
0,0,399,13,Indice
0,0,343,0,Indice
0,0,350,0,Indice
0,0,378,0,Indice
158,0,355,0,Indice
0,0,349,0,Indice
0,0,335,0,Indice
0,0,320,0,Indice
0,0,358,0,Indice
0,0,351,0,Indice
